Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
0.83,4,5,5,0,0,1,3774
2.0,4,2,3,3,3,1,29840
1.02,2,3,4,0,0,1,6648
1.02,2,4,2,2,2,0,5505
2.1,2,3,3,0,0,1,28587
0.79,1,2,3,3,3,0,3436
2.01,1,4,4,3,1,1,18640
1.0,4,0,4,3,0,1,7361
0.9,4,0,2,3,1,1,4537
0.76,4,3,6,2,2,0,3655
1.52,4,4,2,3,3,1,10010
0.75,4,0,2,3,1,1,3048
2.02,1,2,3,1,1,1,27311
0.77,4,5,3,3,3,1,2750
0.8,2,1,3,3,0,1,4086
1.51,2,0,3,2,2,0,16688
1.23,2,5,3,0,0,1,7181
1.11,2,2,4,0,0,1,7740
1.29,2,3,4,0,3,1,9465
2.02,2,3,4,0,0,1,25986
1.01,4,1,4,3,1,1,6480
0.83,2,1,2,3,3,1,3538
2.01,4,1,3,3,3,1,35302
1.24,4,1,3,3,1,1,10185
0.9,4,5,3,3,3,1,3844
1.52,2,5,2,2,2,0,9067
0.9,1,1,4,3,3,1,4315
0.76,4,3,3,3,1,0,2818
1.21,4,3,6,0,3,1,9358
1.11,2,0,6,3,3,1,12016
1.01,1,2,2,3,1,1,4816
1.0,1,3,4,3,1,1,5081
2.06,2,0,3,0,0,1,34712
1.0,4,2,5,3,1,1,9870
1.25,2,3,1,0,0,1,11233
2.17,2,5,2,0,0,1,16901
2.37,2,2,4,0,0,1,36025
0.85,2,5,3,0,0,1,3548
1.0,1,3,4,3,3,1,5766
2.05,2,3,3,0,0,1,28519
2.41,4,3,3,0,0,1,36644
1.24,2,5,2,0,0,1,6381
0.91,2,2,2,0,0,1,5176
1.01,4,3,3,3,0,1,7179
1.01,1,3,4,3,3,1,5770
1.56,2,5,4,2,2,0,10333
1.25,3,1,3,2,2,0,12869
1.19,3,2,3,2,2,0,10572
2.13,2,3,5,0,0,1,36372
2.12,2,3,4,2,2,0,26221
1.61,2,2,2,2,2,0,11844
1.54,4,1,6,0,3,1,19810
1.42,4,3,6,0,3,1,12891
2.0,2,4,5,0,3,1,26746
0.9,4,2,2,3,0,1,3950
1.02,4,4,2,0,0,1,5259
1.35,2,4,1,3,0,1,10067
0.9,4,3,2,0,3,1,3752
2.0,4,3,3,3,3,1,26869
2.01,2,3,2,3,3,1,18339
1.15,3,1,3,0,0,1,11014
2.04,2,5,2,3,3,1,16036
1.01,1,3,4,0,0,1,6126
2.19,2,3,5,0,0,1,35051
0.92,1,5,2,1,1,1,3329
1.39,2,0,2,2,2,0,9519
2.02,4,3,2,3,1,1,21075
1.18,2,2,6,2,2,0,10324
1.0,4,2,6,3,3,1,9248
0.82,2,0,4,0,0,1,4628
1.02,4,2,2,0,3,0,5386
0.9,4,0,2,3,1,1,4537
0.75,2,0,4,2,2,0,3679
1.57,2,4,4,3,0,1,12004
2.03,2,2,4,0,0,1,26365
1.72,2,1,4,3,0,1,19920
0.9,2,2,2,0,3,1,4795
0.88,4,2,6,3,3,1,5052
0.75,4,0,2,1,1,1,3046
2.01,1,5,4,3,3,1,15147
1.15,4,1,3,3,1,1,8906
1.24,2,4,3,0,0,1,8299
1.0,4,1,2,3,3,1,5571
1.15,2,3,3,3,0,1,8109
1.02,1,4,2,3,1,1,4654
1.01,0,1,2,3,3,1,5085
2.01,2,0,3,3,3,1,37701
1.36,4,3,1,0,3,1,12515
1.11,4,3,3,0,0,1,8129
1.8,2,3,4,0,0,1,20343
1.04,4,3,1,3,1,1,8225
1.04,2,4,2,0,0,1,6458
1.21,2,5,3,2,2,0,6418
0.92,2,4,2,0,0,1,4325
0.82,2,5,4,3,3,1,2759
1.01,1,1,2,0,3,1,4713
1.24,2,4,5,2,2,0,8693
0.77,1,5,3,3,1,0,2184
0.93,4,3,4,3,3,1,5181
0.81,2,1,2,0,3,1,3109
1.24,2,3,4,0,3,1,8797
2.01,2,2,4,3,3,1,27241
0.9,0,0,2,3,3,1,4105
1.81,2,3,6,0,0,1,24561
0.81,1,5,3,1,1,1,3042
2.0,4,0,3,0,3,1,30542
0.9,4,0,2,0,3,1,4799
2.01,4,2,2,1,3,1,19789
1.05,4,3,2,2,2,0,5197
1.24,4,3,3,3,0,1,9738
0.9,1,4,3,3,3,1,3796
2.15,2,5,4,0,0,1,19592
0.82,4,5,2,1,3,1,2602
1.1,1,3,2,3,3,1,5468
1.35,2,4,2,3,1,1,7780
1.0,4,2,4,0,0,1,6267
0.75,4,0,5,1,3,1,5239
1.09,4,2,2,3,1,1,5463
1.22,2,3,3,2,2,0,9339
0.84,4,5,6,0,2,0,3392
1.8,4,5,2,3,1,1,11793
1.14,4,4,4,3,3,1,6103
1.07,3,2,2,0,0,1,7357
1.23,2,5,2,0,0,1,6449
2.01,1,5,4,0,0,1,16304
1.03,2,1,6,3,3,1,9712
1.07,3,3,3,2,2,0,8456
1.68,2,3,3,3,0,1,16985
1.01,2,0,6,2,2,0,11082
1.29,2,0,4,0,0,1,11182
1.23,4,3,3,1,1,1,8494
1.01,4,5,2,0,3,1,4794
1.01,2,5,3,0,3,1,5182
2.06,2,1,2,3,1,1,24226
1.2,1,5,3,3,3,1,5600
1.01,4,4,2,3,3,1,4868
1.5,2,3,4,2,2,0,13135
0.77,4,0,4,1,3,1,3787
1.61,4,3,2,3,1,1,12028
1.01,4,1,4,0,0,1,6754
1.01,1,3,4,0,1,0,5614
2.02,4,5,4,1,1,1,15759
0.9,1,2,4,3,0,1,4268
0.76,3,5,4,0,0,1,3075
0.78,2,3,3,0,0,1,3147
1.11,4,0,5,3,3,1,12200
1.57,2,1,6,3,3,1,21465
1.23,4,3,6,0,0,1,9999
2.39,2,5,3,0,0,1,23625
1.02,4,4,2,3,3,1,4508
0.88,4,5,2,1,1,1,2699
0.77,2,5,3,0,0,1,2798
1.51,2,4,3,0,0,1,10186
1.26,2,4,3,0,0,1,8238
1.21,2,5,2,3,3,1,5452
0.9,2,1,2,3,3,1,4471
1.24,2,3,4,0,0,1,9209
2.1,4,0,2,3,3,1,19644
1.0,4,4,3,0,3,1,5619
1.0,2,2,3,0,0,1,7928
0.76,2,5,3,2,2,0,2679
1.01,2,3,4,3,0,1,6449
1.13,4,3,5,0,0,1,9357
0.91,2,5,6,2,2,0,4663
2.03,4,5,4,3,3,1,17297
1.01,4,5,2,0,3,0,4243
0.9,4,1,2,3,3,1,4324
1.21,4,5,2,1,3,1,5452
1.28,2,1,4,3,3,1,9568
1.04,2,5,1,3,3,1,6155
1.72,2,2,4,3,0,1,17779
1.52,4,3,3,3,3,1,13492
2.2,4,4,4,0,0,1,20072
2.0,4,4,2,0,0,1,8803
1.5,2,2,4,0,0,1,13955
2.2,1,5,3,3,3,1,19830
1.71,2,0,2,0,0,1,16575
2.0,4,1,4,3,3,1,24530
1.65,2,5,2,0,0,1,10365
1.62,2,4,6,3,3,1,13843
1.7,4,3,4,0,0,1,18107
1.0,1,1,4,1,1,1,6445
1.0,1,0,4,3,1,1,6389
1.72,2,3,6,3,0,1,19353
1.53,2,3,2,0,3,1,10947
2.01,4,4,4,3,1,1,19044
1.21,1,1,2,3,3,1,6861
1.17,4,4,1,1,1,1,7644
2.04,4,5,3,1,1,1,18127
1.22,4,3,5,3,1,1,10529
0.9,4,5,3,3,3,1,3880
1.04,2,3,3,0,0,1,7467
1.53,4,5,2,0,0,1,7971
1.06,4,0,2,1,1,1,5893
1.04,2,3,6,0,0,1,8515
2.48,2,0,5,0,0,1,67382
0.8,2,4,1,0,3,1,3831
1.12,2,4,1,0,3,1,7971
1.01,4,3,6,1,1,1,7226
2.09,2,0,3,0,0,1,38627
1.54,2,2,3,3,3,1,17194
0.92,1,5,4,1,1,1,3785
1.45,4,5,1,0,3,1,9683
2.48,4,2,5,3,3,1,50585
1.2,4,5,2,0,0,1,5955
0.83,2,3,4,0,0,1,3849
1.0,4,4,2,0,3,1,5161
2.43,4,1,3,3,3,1,44379
1.02,2,4,2,0,0,1,5301
0.77,3,2,2,0,0,1,3702
1.0,4,1,2,3,1,1,5718
2.08,4,5,4,3,3,1,16664
0.92,2,5,4,3,3,1,3679
1.14,3,4,2,2,2,0,7079
0.76,2,0,2,3,3,1,3075
0.77,4,5,4,3,3,1,2513
1.52,2,5,1,0,0,1,12847
2.09,2,3,4,1,1,1,26058
1.27,2,4,3,0,0,1,8652
1.01,1,3,2,3,3,1,4781
0.75,4,5,6,2,2,0,2744
2.07,2,2,3,0,0,1,33687
2.5,2,4,4,0,0,1,29223
1.71,2,5,2,3,0,1,10668
1.52,4,3,2,0,3,1,11014
2.17,4,5,2,0,3,1,15760
1.3,2,5,1,0,3,1,8027
1.22,2,4,6,3,0,1,7835
0.9,4,3,1,0,3,1,5754
2.66,2,3,5,0,3,1,46861
2.16,2,3,4,0,0,1,27874
2.05,2,0,4,0,0,1,31298
1.02,4,3,3,0,3,1,6622
1.01,4,3,4,0,3,1,5944
1.0,1,4,2,3,1,1,4447
1.01,4,1,4,3,1,1,6522
2.01,2,2,2,0,0,1,22373
1.11,4,2,3,1,1,1,8233
1.06,2,2,4,0,0,1,7641
1.14,4,5,2,3,3,1,4973
1.36,3,4,2,0,0,1,8989
1.2,4,5,4,3,3,1,5986
2.02,1,5,4,3,1,1,16593
1.51,2,5,4,3,3,1,9337
1.23,2,4,3,0,0,1,7803
0.9,4,2,3,0,3,1,5167
1.02,4,0,2,3,1,1,5778
2.1,2,4,4,2,2,0,22093
2.02,2,3,3,3,3,1,24579
1.5,4,2,4,0,0,1,13537
1.5,1,5,3,1,3,1,9278
0.96,0,1,2,3,3,1,4308
1.1,4,3,4,1,3,1,7406
1.13,2,4,2,0,3,1,5671
1.51,4,3,6,0,0,1,15110
1.06,4,4,2,0,0,1,5664
2.07,4,2,3,3,1,1,29735
1.25,2,2,1,3,3,1,14551
1.51,2,0,6,2,2,0,20613
1.01,2,2,4,0,0,1,7338
0.75,4,1,2,0,0,1,2993
1.5,2,5,4,2,2,0,10181
1.51,4,3,2,0,3,1,10947
1.16,4,3,5,1,3,1,9023
1.02,4,2,3,3,0,1,7010
1.21,2,4,6,2,2,0,7954
1.08,4,2,6,1,3,1,8221
0.94,4,4,3,0,3,1,4556
1.74,4,0,2,1,3,1,16286
2.0,1,4,3,0,0,1,17440
1.04,4,0,4,2,0,0,7653
1.5,4,4,3,0,0,1,12152
1.51,1,5,2,1,3,1,7461
1.34,4,4,6,3,3,1,9735
1.02,4,3,2,3,3,1,4624
1.0,2,2,2,0,0,1,5115
1.0,1,3,2,3,3,1,4661
1.17,2,3,6,0,0,1,9142
1.22,2,4,3,3,0,1,7418
0.9,4,0,4,3,3,1,4981
1.08,2,5,2,0,0,1,4705
1.12,2,0,2,1,1,1,7153
1.16,2,2,4,0,0,1,9432
2.05,2,3,1,3,1,1,34736
0.81,2,0,2,3,3,1,4053
0.9,4,3,4,1,3,1,4276
2.02,1,3,2,3,1,1,19466
2.13,4,3,4,3,1,1,25921
1.01,2,0,1,0,0,1,19146
0.87,4,0,2,1,1,1,3664
1.13,3,4,4,0,0,1,7464
2.02,4,2,4,3,1,1,26435
2.09,2,2,2,2,2,0,22280
1.01,4,1,4,0,3,1,6456
0.9,4,5,2,3,3,1,3407
1.17,2,2,5,2,2,0,11029
1.19,2,4,4,0,0,1,7633
2.22,2,3,3,0,0,1,32516
1.5,4,1,2,3,1,1,12000
0.95,4,0,2,1,1,1,5101
1.51,4,1,4,3,1,1,12779
1.15,2,4,4,0,0,1,6772
1.02,2,3,4,2,2,0,6499
0.9,4,3,3,3,3,1,4813
2.2,2,0,4,3,3,1,32780
1.11,2,3,5,0,0,1,9345
1.2,2,1,6,3,3,1,11883
1.51,4,5,3,3,3,1,10231
0.9,1,3,4,0,1,1,4291
1.09,2,4,4,2,2,0,5732
1.57,4,0,2,0,0,1,12697
1.01,2,0,2,0,0,1,6257
2.2,2,2,1,0,0,1,48845
0.9,4,5,4,3,3,1,3605
1.58,2,4,4,0,3,1,11419
2.15,4,3,4,0,0,1,25538
2.01,4,3,2,0,3,1,19079
2.15,4,5,4,3,3,1,17774
1.51,1,2,4,1,1,1,13010
2.22,4,4,2,3,3,1,20073
1.27,2,3,4,0,0,1,9489
1.32,4,4,6,3,3,1,9513
1.04,2,3,4,3,3,1,6468
1.07,4,3,4,3,1,1,6274
0.83,2,4,3,2,2,0,3433
0.77,4,0,2,0,0,1,3040
1.05,2,5,2,0,0,1,4516
1.52,2,4,2,2,2,0,11797
1.19,1,4,3,0,0,1,7152
0.77,4,2,4,3,0,1,3500
1.01,2,0,1,0,3,1,17458
1.55,2,3,6,0,0,1,15979
2.05,2,5,2,3,3,1,15629
2.0,4,2,2,1,1,1,18759
1.51,4,2,6,0,0,1,17203
2.08,4,4,3,2,2,0,23041
2.23,2,5,6,0,0,1,22328
1.29,2,4,4,2,2,0,8482
2.01,1,4,2,3,3,1,14968
1.2,2,0,2,0,0,1,8037
2.14,2,5,2,0,0,1,17213
1.62,2,5,5,0,0,1,12186
1.11,2,2,4,0,3,1,8347
1.5,1,1,4,3,3,1,12649
1.01,4,4,4,1,1,1,5861
2.07,4,4,4,0,0,0,19602
1.0,0,2,4,1,1,1,6210
1.14,4,0,2,0,0,1,6464
1.2,1,3,4,3,3,1,6793
1.2,2,2,5,0,0,1,11840
0.9,2,5,2,0,0,1,3537
2.26,2,2,3,0,1,1,35200
1.2,2,3,3,0,0,1,9625
1.3,2,5,2,3,3,1,6451
1.01,2,2,3,0,3,1,6945
1.53,2,2,2,2,2,0,12616
0.75,2,5,4,0,0,1,2680
0.85,2,3,2,3,0,1,3403
1.02,1,2,2,3,3,1,4983
0.81,4,5,4,1,1,1,2714
1.51,4,5,4,1,3,1,9058
1.0,1,5,3,0,1,1,4489
2.1,4,2,4,0,0,1,29308
1.06,2,3,4,3,0,1,6570
2.02,4,0,4,3,1,1,31941
1.58,2,4,6,0,0,1,13397
0.91,4,5,4,3,1,1,3664
1.04,4,3,6,1,1,1,8107
2.58,2,1,4,3,0,1,40625
1.54,2,4,3,2,2,0,12120
1.23,2,4,6,0,0,1,8509
0.96,4,4,2,0,3,1,4027
2.19,2,3,1,0,0,1,40667
1.23,4,5,4,1,3,1,5874
1.2,4,3,3,1,3,1,8150
1.5,1,5,4,0,3,1,8999
1.0,1,3,2,3,1,1,4859
1.21,4,1,6,0,3,1,11213
1.22,1,3,4,0,3,1,8533
1.01,4,3,4,0,1,1,5777
1.59,2,0,2,3,3,1,13298
1.14,3,3,3,2,2,0,9090
1.09,2,1,3,3,0,1,8810
1.15,4,1,5,3,3,1,11906
1.2,2,3,3,3,3,1,8954
1.2,4,0,2,0,3,1,8089
0.9,1,1,2,3,3,1,3931
2.18,2,4,4,0,0,1,23470
0.9,1,0,2,0,3,1,4117
0.91,4,3,4,0,0,1,5484
1.0,4,1,2,0,0,1,6207
1.14,2,1,3,3,3,1,8845
1.5,4,4,5,3,3,1,11654
1.1,3,3,2,2,2,0,6837
1.0,4,1,2,3,3,1,5051
1.72,2,3,2,2,2,0,13215
2.02,4,4,3,3,3,1,21039
1.34,4,5,4,3,3,1,6883
1.01,2,0,3,0,0,1,8977
0.9,4,0,2,3,3,1,4661
1.52,2,2,6,0,0,1,20211
1.0,4,1,4,0,0,1,7060
1.2,4,3,1,0,0,1,10495
1.21,4,0,6,3,3,1,13630
0.85,2,0,2,3,3,1,3639
2.0,1,2,2,1,1,1,18376
1.08,4,3,4,3,1,1,6777
1.5,1,2,2,1,1,1,11668
1.52,4,5,2,2,0,0,9163
1.04,2,3,4,3,3,1,6481
1.02,4,1,2,3,3,1,5207
1.64,3,5,4,2,2,0,12199
2.0,1,3,4,0,1,1,20426
2.64,4,0,1,3,0,1,93813
0.9,4,5,2,1,1,1,3168
1.01,4,3,3,0,0,1,6905
0.9,2,4,3,3,0,0,4634
0.9,1,2,3,3,3,1,4508
0.9,4,4,4,3,3,1,4314
1.4,2,3,6,3,3,1,14231
2.01,4,0,2,3,3,1,21440
2.09,4,4,4,0,3,1,22791
0.91,1,0,2,3,1,1,4265
0.92,4,0,2,3,3,1,5209
1.01,4,2,2,0,0,1,5231
0.79,2,1,2,1,1,1,3171
1.83,2,3,4,0,0,1,19293
1.06,2,2,5,3,0,1,10307
0.9,1,0,2,0,0,1,4362
1.0,1,0,6,3,0,1,8949
0.76,2,0,2,0,0,1,3306
2.13,2,4,2,0,0,1,19969
2.03,2,2,4,0,0,1,27293
1.55,2,5,3,2,2,0,10583
1.08,1,1,2,3,3,1,5575
0.79,4,2,2,1,3,1,2878
1.06,4,3,2,0,0,1,5435
1.37,2,5,4,2,2,0,7966
1.5,4,1,2,0,0,1,11194
2.0,1,3,4,3,1,1,24376
1.46,4,0,1,0,3,0,25848
2.32,4,2,4,3,1,1,32906
2.08,2,1,3,0,0,1,35771
0.76,4,3,6,1,1,1,3394
1.05,4,4,2,3,3,1,5406
2.07,4,3,4,1,1,1,27305
1.28,2,3,6,0,0,1,11996
1.01,2,4,2,3,3,1,4886
2.01,4,3,3,3,1,1,25556
1.01,2,0,6,3,3,1,10819
1.09,2,5,4,0,0,1,5421
0.8,4,3,2,1,3,1,2885
1.01,2,1,4,3,3,1,6956
1.01,2,3,4,2,2,0,6439
0.78,2,3,3,0,0,1,3736
2.61,2,5,2,0,0,1,22110
2.51,2,0,3,3,3,1,46395
1.05,4,5,4,3,3,1,4975
1.76,1,4,2,1,3,1,12429
1.16,2,3,2,0,0,1,5908
2.39,2,4,5,3,3,1,31857
1.05,2,4,2,0,0,1,4924
1.46,1,1,4,1,3,1,11851
1.01,4,4,5,0,2,0,6733
1.54,2,3,3,2,2,0,14462
1.51,4,2,2,3,1,1,11164
1.18,2,5,2,3,0,1,5378
1.03,4,3,4,0,0,1,6931
0.83,2,4,5,0,0,1,3846
1.39,4,5,4,1,1,1,7130
0.91,2,1,2,0,0,1,5458
1.24,2,5,2,0,0,1,6232
2.03,4,5,4,0,0,1,16685
1.12,2,1,3,0,3,1,9719
1.0,1,3,3,0,0,1,6187
1.51,1,2,6,0,0,1,14654
1.2,2,5,4,1,3,1,5514
2.0,4,0,4,3,1,1,24578
1.01,4,4,2,0,0,1,5026
1.5,4,5,4,1,1,1,8827
0.79,2,0,2,0,0,1,3605
0.79,2,5,3,3,3,1,2846
0.92,4,4,2,1,1,1,3800
2.09,2,4,3,0,3,1,22315
1.08,4,4,2,3,0,1,5127
2.03,4,4,3,3,1,1,19249
2.17,2,5,3,0,0,1,21482
1.19,1,3,2,1,1,1,4958
1.54,4,5,1,3,1,1,10937
1.05,2,2,4,3,0,1,7019
1.0,1,4,2,3,3,1,4574
2.51,2,4,4,3,3,1,28105
1.5,4,1,5,3,1,1,21690
0.76,2,4,5,0,3,1,3363
0.84,4,2,4,3,3,1,3174
1.66,2,5,4,0,0,1,10795
0.83,2,0,2,0,0,1,3990
2.04,4,5,2,2,2,0,17323
0.92,2,0,4,0,0,1,6734
1.59,4,2,6,3,3,1,18406
1.02,4,3,6,0,1,1,7292
1.12,3,1,4,2,2,0,9710
2.01,1,4,3,3,3,1,20157
2.01,4,0,3,3,3,1,40217
0.76,2,0,3,0,0,1,3746
1.09,4,2,4,0,0,1,6990
1.51,4,5,4,0,0,1,9297
1.5,4,2,2,0,3,1,10372
1.01,0,5,3,3,1,1,4263
0.76,4,3,4,0,3,1,2699
1.65,2,5,3,3,0,1,11472
0.77,2,4,5,0,3,1,3638
0.91,4,2,2,0,3,1,4785
0.91,4,4,6,0,0,1,4389
2.03,2,4,3,3,3,1,24768
1.08,4,5,2,0,0,1,4790
0.77,4,3,2,3,3,1,2915
1.48,1,3,1,1,1,1,15164
2.01,2,4,3,3,1,1,21204
0.8,4,2,2,3,3,1,3532
2.26,1,3,4,3,3,1,26847
1.0,4,2,2,0,1,1,4908
1.09,3,5,3,0,0,1,6225
0.91,1,2,2,0,3,1,3893
2.13,2,3,6,0,0,1,31390
1.12,1,3,2,0,3,1,5640
1.01,1,3,2,3,1,1,4805
2.01,1,5,4,0,0,0,15290
2.41,2,5,2,0,0,1,19515
1.04,4,0,1,1,1,1,14206
0.91,2,0,2,2,2,0,5142
2.28,4,2,3,3,3,1,37274
1.01,4,2,1,0,1,1,9873
2.0,1,2,2,0,0,1,18069
1.51,4,5,4,3,3,1,9058
1.33,1,3,3,3,1,1,10096
0.78,2,0,4,0,3,1,3736
0.78,4,1,2,0,0,1,2565
1.01,1,1,4,3,1,1,5829
1.38,2,4,2,3,3,1,7930
1.01,4,3,6,3,0,1,8538
0.81,1,4,2,3,3,1,2534
1.11,3,3,6,0,0,1,10266
1.01,4,2,2,3,3,1,5174
1.05,2,4,2,3,3,1,5095
2.01,2,4,4,0,0,1,21254
1.01,4,2,6,3,0,1,7583
2.02,2,5,3,0,0,1,18324
0.9,4,0,2,0,1,1,4405
1.6,2,5,3,0,0,1,11890
2.0,2,0,3,3,3,1,34689
1.13,2,0,5,3,0,1,13335
2.33,4,5,2,3,3,1,18119
1.04,4,2,2,3,1,0,5490
1.03,2,1,3,2,2,0,8385
1.2,2,3,6,0,0,1,10812
1.2,4,5,2,3,3,1,5816
2.28,2,4,5,0,0,1,25530
1.09,2,2,6,3,3,1,9558
1.07,2,3,6,2,2,0,8145
2.2,4,3,3,0,3,1,32526
2.02,4,2,4,0,3,1,25815
2.01,4,2,4,0,0,1,28424
1.0,1,1,2,3,1,1,4916
1.24,2,3,5,0,3,1,10724
1.3,4,5,3,0,3,1,6819
2.02,4,5,4,0,3,1,16179
1.31,2,3,5,0,0,1,13406
2.02,4,3,3,3,0,1,25190
1.24,4,3,4,1,1,1,8064
0.75,3,3,2,2,2,0,3171
1.06,2,1,2,0,0,1,5798
1.56,2,1,4,0,0,1,14112
1.64,4,5,2,1,1,1,9144
1.74,4,3,4,3,3,1,15626
2.15,2,3,6,2,2,0,32374
2.04,4,3,2,3,0,1,19367
0.9,2,4,4,3,3,1,4403
2.51,2,4,2,3,0,1,25113
1.57,2,3,2,3,3,1,10621
1.0,0,1,2,3,1,1,4771
2.05,2,3,4,0,0,1,25544
1.51,4,0,2,3,0,1,12106
0.92,4,3,6,3,1,1,5183
1.19,3,0,2,0,0,1,9066
1.03,2,1,6,0,0,1,10003
0.91,4,2,2,0,3,1,3991
2.03,2,1,4,0,0,1,30170
1.5,4,3,4,0,3,1,11392
1.51,2,5,6,0,0,1,10821
0.9,4,0,2,1,3,1,4518
0.92,3,5,2,0,0,1,4488
1.29,4,3,3,1,3,1,9105
1.19,4,3,2,0,3,1,6127
2.13,4,5,2,0,0,0,15965
1.52,2,3,4,2,2,0,13809
0.9,1,1,2,3,3,1,3997
1.01,2,2,2,0,0,1,5932
1.75,2,5,4,2,2,0,12531
1.2,4,3,2,0,0,1,7372
1.05,2,3,6,3,3,1,8083
2.05,1,2,1,1,1,1,41217
1.02,4,5,4,0,0,0,4623
2.08,2,4,2,3,3,1,17469
0.76,2,0,4,3,0,1,3401
1.13,2,3,5,3,3,1,10017
2.28,2,3,6,3,3,1,33839
2.01,2,5,6,0,0,1,22989
1.31,1,4,2,3,3,1,6793
1.14,2,0,1,0,0,1,20452
2.15,4,4,6,0,0,1,26580
1.0,0,1,2,1,1,1,5212
0.91,2,5,3,0,0,1,3954
2.26,4,5,2,3,0,1,17845
0.9,1,1,2,1,1,1,3933
1.16,4,5,2,3,3,1,4586
0.91,4,2,2,3,1,1,4437
1.56,2,4,2,3,3,1,10642
2.33,2,3,2,3,3,1,24894
1.51,4,2,4,3,3,1,13080
1.0,1,0,2,3,3,1,5727
0.75,2,1,3,3,3,1,3535
2.07,2,4,2,3,3,1,18311
1.12,3,4,3,2,2,0,7788
2.08,4,4,4,0,3,1,20265
2.12,2,5,2,0,0,1,15364
1.31,3,3,6,2,2,0,13168
1.01,4,4,4,0,3,0,5319
1.26,2,5,5,0,3,1,7578
1.7,2,4,4,0,0,1,13848
0.9,1,1,4,3,3,1,4182
1.3,4,2,4,3,3,1,10298
1.51,1,4,2,0,0,1,10277
0.82,4,3,2,1,3,1,3032
1.06,2,2,4,2,2,0,7618
0.92,4,4,3,0,3,1,4188
1.06,2,4,4,3,3,1,5576
1.31,4,5,2,3,1,1,6686
1.21,2,4,5,2,2,0,8286
1.01,1,2,4,0,3,1,6288
1.0,1,1,4,3,3,1,6315
2.07,2,5,4,0,0,1,17045
2.23,4,2,2,3,3,1,23837
0.91,4,3,2,1,3,1,3959
2.54,4,2,6,1,3,1,50787
2.29,4,5,4,0,0,1,20914
2.11,4,5,4,3,3,1,16026
0.96,1,3,2,3,3,1,4234
1.5,1,1,6,1,1,1,18034
1.01,2,0,2,3,0,1,5812
1.13,4,2,2,0,0,1,5017
0.92,4,1,2,1,3,1,4232
2.17,2,3,2,3,0,1,20823
0.91,2,2,2,3,0,1,4267
0.9,4,1,6,1,3,1,5987
1.0,4,1,2,1,1,1,5413
1.01,4,0,2,0,0,1,6630
2.13,2,3,3,2,2,0,29221
1.0,4,1,4,3,1,1,6315
1.25,2,5,2,0,0,1,5821
1.03,4,4,4,3,3,1,5422
1.51,4,5,2,3,3,1,8813
0.9,4,3,2,0,3,1,3752
2.0,4,2,2,1,3,1,19647
1.07,4,3,3,0,0,1,7168
1.04,4,5,2,3,1,1,4175
0.9,4,3,4,1,1,1,4369
1.06,4,5,2,3,0,1,4507
2.0,1,4,2,3,3,1,17033
1.05,2,5,2,3,3,1,4494
0.87,4,2,6,1,3,1,4528
1.24,2,1,5,0,3,1,14102
1.06,2,5,4,3,3,1,5013
1.03,2,2,1,3,3,1,10615
2.49,4,3,3,3,3,1,36028
1.5,4,5,2,0,3,1,8127
2.1,2,2,2,3,3,1,19802
1.05,2,2,6,2,2,0,9908
2.05,2,3,3,0,0,1,27816
1.58,2,4,5,3,3,1,14569
1.06,1,1,2,3,0,1,5924
1.0,4,2,2,0,3,1,5804
1.0,1,2,3,3,1,1,6348
0.91,4,4,4,1,1,1,4193
2.01,4,1,2,1,3,1,20399
0.82,2,1,2,3,3,1,3588
1.3,4,2,3,3,3,1,10810
1.76,2,1,3,2,2,0,19593
1.15,4,3,2,3,3,1,5538
1.0,4,4,3,3,1,1,5625
1.07,2,3,6,0,0,1,9169
1.13,3,5,3,2,2,0,6980
0.9,0,5,3,3,3,1,3526
0.9,4,1,2,0,3,1,5387
2.28,4,4,4,0,0,1,22808
0.94,2,2,4,0,0,1,7120
1.0,1,0,2,1,1,1,5328
0.91,2,0,4,0,0,1,6444
2.18,2,3,5,0,0,0,34895
1.02,2,3,2,3,3,1,4988
1.63,4,3,4,3,3,1,13441
1.01,4,2,6,3,3,1,9096
1.01,4,2,2,3,3,1,5436
0.83,4,1,3,3,3,1,4519
0.9,2,5,4,3,3,1,3629
1.21,3,5,2,2,2,0,6688
1.54,4,3,3,3,1,1,13284
1.01,4,0,4,1,1,1,6563
1.52,4,4,3,3,1,1,10497
2.08,2,0,4,0,0,1,31542
1.5,4,3,4,3,3,1,13528
1.02,0,1,2,3,1,1,5681
1.5,4,0,4,0,3,1,13372
1.1,2,4,4,3,3,1,6387
2.02,4,4,4,1,3,1,20444
1.55,2,2,3,0,0,1,17317
1.35,2,3,6,0,0,1,13230
1.26,2,3,4,2,2,0,9605
1.08,2,3,2,3,3,1,5462
1.53,4,1,3,3,1,1,14931
0.8,2,1,6,0,0,1,4747
1.28,2,3,4,3,0,1,9488
1.28,2,3,1,0,3,1,11372
2.03,4,3,2,3,3,1,19926
1.26,3,2,5,0,0,1,15247
1.43,2,4,6,2,2,0,10676
0.93,2,1,2,3,1,1,4374
1.06,4,1,1,3,1,1,12642
2.73,4,3,6,3,3,1,43163
1.1,2,3,6,0,0,1,9856
1.32,4,4,2,3,1,1,7270
1.3,0,1,2,1,3,0,8040
1.03,2,3,4,3,0,1,7068
2.01,4,3,4,3,0,1,23015
2.16,2,5,2,0,0,1,18029
